Paper_title,Wash_free,Centrifugation_free,Heat_free,Downstream_compatibility,Detergents_used_for_lysis,Detergent_products_unresolved_for_lysis,Protocol_described,Evidence,Year,DOI,Paper_ID,Protocol_ID,Temp_max,Wash_steps,Bucket,Bucket_weight,Downstream_compatibility_flag,Methods,Detergents_used,Capture_or_enrichment_or_purification_methods
Re-directing bacterial microcompartment systems to enhance recombinant expression of lysis protein E from bacteriophage φX174 in Escherichia coli,True,False,True,['growth inhibition assay'],[],[],True,Factor Xa-treated PduP-E was centrifuged to remove resin; the mixture was directly used in growth inhibition assays,,,957f9235eb,ee2b0f7890,,,1011,0.75,True,[],[],[]
Re-directing bacterial microcompartment systems to enhance recombinant expression of lysis protein E from bacteriophage φX174 in Escherichia coli,True,False,False,"['SDS-PAGE', 'Western blot', 'TEM']",[],[],True,BMCs were isolated from cells...; SDS-PAGE analysis after each centrifugation step in the BMC isolation...,,,957f9235eb,91fbcd8ba0,,,1001,0.5,True,[],[],[]
Re-directing bacterial microcompartment systems to enhance recombinant expression of lysis protein E from bacteriophage φX174 in Escherichia coli,True,True,False,"['Ni-NTA purification', 'Factor Xa proteolysis', 'cell growth inhibition assay', 'SDS-PAGE']",['unspecified_detergent'],['EBB buffer'],True,we extracted PduP-E from total lysate...; extraction of E by the EBB detergent...,,,957f9235eb,b5714db543,,,1101,0.75,True,[],['other:unspecified_detergent'],[]
Re-directing bacterial microcompartment systems to enhance recombinant expression of lysis protein E from bacteriophage φX174 in Escherichia coli,False,True,False,"['Ni-NTA purification', 'SDS-PAGE', 'Western blot', 'cell growth inhibition assay']",['unspecified_detergent'],['EBB buffer'],True,purified from isolated BMCs by extraction with EBB followed by Ni-NTA purification; sequential wash fractions...,,,957f9235eb,c2c2c2af8b,,,0101,0.5,True,[],['other:unspecified_detergent'],[]
Influenza A Infection of Primary Human Airway Epithelial Cells Up-Regulates Proteins Related to Purine Metabolism and Ubiquitin-Related Signaling,False,False,False,"['BCA protein assay', 'SDS-PAGE']","['NP-40', 'deoxycholate', 'SDS']",[],True,"Optimization used washed cells, NP-40/RIPA-type lysis buffers, centrifugation, and soluble fractions assayed by BCA/SDS-PAGE.",,,c4f6334f1f,cfac193ac2,,,0001,0.25,True,[],"['NP-40', 'deoxycholate', 'SDS']",[]
Influenza A Infection of Primary Human Airway Epithelial Cells Up-Regulates Proteins Related to Purine Metabolism and Ubiquitin-Related Signaling,False,False,False,"['2DLC-MS/MS', 'mass spectrometry']",[],[],True,HSU used high-salt detergent-free extraction followed by urea extraction; proteins were digested and subjected to 2DLC-MS/MS.,,,c4f6334f1f,5f7dfbad87,,,0001,0.25,True,[],[],[]
Influenza A Infection of Primary Human Airway Epithelial Cells Up-Regulates Proteins Related to Purine Metabolism and Ubiquitin-Related Signaling,False,False,False,['Western blotting'],['NP-40'],[],True,"Western blot prep treated cells with NP40 buffer; nuclei were pelleted, washed, and lysed with HSU.",,,c4f6334f1f,c91c11fdc0,,,0001,0.25,True,[],['NP-40'],[]
Influenza A Infection of Primary Human Airway Epithelial Cells Up-Regulates Proteins Related to Purine Metabolism and Ubiquitin-Related Signaling,False,False,False,[],[],[],False,,,,c4f6334f1f,a621c87c1b,,,0000,0.0,False,[],[],[]
"Biological characteristics and whole-genome analysis of the potential probiotic, Lactobacillus reuteri S5",False,False,False,[],[],[],False,,,,32f208ffa5,65af8f521c,,,0000,0.0,False,[],[],[]
"Biological characteristics and whole-genome analysis of the Lactobacillus reuteri potential probiotic, S5",False,False,False,['Sequencing'],[],"['B1 lysate', 'B2 lysis buffer']",True,"Whole-genome sequencing prep used B1 lysate and B2 lysis buffer, included centrifugation and column/ethanol washes, then DNA library sequencing.",,,32f208ffa5,20c940c44d,,,0001,0.25,True,[],[],[]
Identification of Protein Interacting Partners Using Tandem Affinity Purification,False,False,False,"['Western blot', 'SDS-PAGE', 'Mass spectrometry']",['NP-40'],[],True,"Cell lysate preparation describes PBS washes, lysis buffer with NP-40, cold centrifugation; final samples analyzed by western blot/SDS-PAGE/MS.",,,7abea0f598,fbcf995db5,,,0001,0.25,True,[],['NP-40'],[]
Integrating the affinity and anion-exchange purification of AAV8: how the selective enrichment of full capsids at the affinity capture step enhances the downstream processing of gene therapies,True,False,True,"['PCR/qPCR', 'ELISA', 'flow cytometry']","['Triton X-100', 'deoxycholate', 'Deviron C16', 'Deviron 13S9', 'CTAB']",[],True,"cultures were exposed to detergents including Triton X100, sodium deoxycholate, Deviron C16/13S9, and CTAB; debris was removed by centrifugation",,,87a4bf06e5,9c9cde2e73,,,1011,0.75,True,[],"['Triton X-100', 'deoxycholate', 'other:Deviron C16', 'other:Deviron 13S9', 'CTAB']",[]
Integrating the affinity and anion-exchange purification of AAV8: how the selective enrichment of full capsids at the affinity capture step enhances the downstream processing of gene therapies,True,False,True,"['PCR/qPCR', 'ELISA', 'flow cytometry']",['unspecified_detergent'],['AAV-MAX Lysis Buffer'],True,cultures were exposed to AAV-MAX lysis buffer; later described as a Tween-based buffer with proprietary composition,,,87a4bf06e5,b0ccdfa39e,,,1011,0.75,True,[],['other:unspecified_detergent'],[]
Integrating the affinity and anion-exchange purification of AAV8: how the selective enrichment of full capsids at the affinity capture step enhances the downstream processing of gene therapies,True,False,True,"['PCR/qPCR', 'ELISA', 'flow cytometry']",[],[],True,"cultures were exposed to high-salt conditions, NaCl or KCl; debris was removed by centrifugation",,,87a4bf06e5,56d99e28b9,,,1011,0.75,True,[],[],[]
Integrating the affinity and anion-exchange purification of AAV8: how the selective enrichment of full capsids at the affinity capture step enhances the downstream processing of gene therapies,True,True,False,['PCR/qPCR'],[],[],True,clarified and conditioned lysates were quantified by qPCR; samples were treated to inactivate DNase and analyzed by TaqMan qPCR,,,87a4bf06e5,d1d947056d,,,1101,0.75,True,[],[],[]
Integrating the affinity and anion-exchange purification of AAV8: how the selective enrichment of full capsids at the affinity capture step enhances the downstream processing of gene therapies,True,False,False,"['tangential flow filtration', 'affinity chromatography', 'anion-exchange chromatography', 'AEX-HPLC/MALS', 'transduction assay']",['sodium deoxycholate'],[],True,Sodium deoxycholate is listed as a lysis condition; lysates were processed by TFF and advanced to affinity chromatography.,,,87a4bf06e5,4d007a96b5,,,1001,0.5,True,[],['other:sodium deoxycholate'],[]
Integrating the affinity and anion-exchange purification of AAV8: how the selective enrichment of full capsids at the affinity capture step enhances the downstream processing of gene therapies,True,False,False,['tangential flow filtration'],['CTAB'],[],True,CTAB is described as a cationic detergent used in lysates; CTAB lysates maintained flux during TFF.,,,87a4bf06e5,ebb2b2dbd9,,,1001,0.5,True,[],['CTAB'],[]
Integrating the affinity and anion-exchange purification of AAV8: how the selective enrichment of full capsids at the affinity capture step enhances the downstream processing of gene therapies,True,False,False,"['tangential flow filtration', 'affinity chromatography', 'anion-exchange chromatography', 'AEX-HPLC/MALS', 'transduction assay']",['Deviron 13-S9'],[],True,"Deviron 13-S9 lysates were processed by TFF, with affinity eluates analyzed by AEX-HPLC/MALS and transduction assays.",,,87a4bf06e5,12095cfe2c,,,1001,0.5,True,[],['other:Deviron 13-S9'],[]
Integrating the affinity and anion-exchange purification of AAV8: how the selective enrichment of full capsids at the affinity capture step enhances the downstream processing of gene therapies,True,False,False,"['tangential flow filtration', 'affinity chromatography', 'transduction assay']",['Triton X-100'],[],True,Triton X-100 is listed among lysis conditions; affinity eluates from HEK293 lysates were evaluated for enrichment and transduction.,,,87a4bf06e5,02eabcdcd2,,,1001,0.5,True,[],['Triton X-100'],[]
Integrating the affinity and anion-exchange purification of AAV8: how the selective enrichment of full capsids at the affinity capture step enhances the downstream processing of gene therapies,True,False,False,['tangential flow filtration'],['sodium deoxycholate'],[],True,Sodium deoxycholate lysates supplemented with salt before diafiltration showed improved flux and AAV recovery.,,,87a4bf06e5,634f1b07a1,,,1001,0.5,True,[],['other:sodium deoxycholate'],[]
Integrating the affinity and anion-exchange purification of AAV8: how the selective enrichment of full capsids at the affinity capture step enhances the downstream processing of gene therapies,True,False,False,"['tangential flow filtration', 'affinity chromatography', 'AEX-HPLC/MALS', 'transduction assay']",[],[],True,KCl is listed as a salt-only lysis condition; KCl-derived lysates were processed through TFF and AvXcel analysis.,,,87a4bf06e5,67fcc5fff8,,,1001,0.5,True,[],[],[]
Integrating the affinity and anion-exchange purification of AAV8: how the selective enrichment of full capsids at the affinity capture step enhances the downstream processing of gene therapies,True,False,False,"['tangential flow filtration', 'affinity chromatography', 'anion-exchange chromatography', 'AEX-HPLC/MALS', 'transduction assay']",[],[],True,NaCl is listed as a salt-only lysis condition; NaCl-derived feeds were used for affinity and AEX polishing workflows.,,,87a4bf06e5,3c351c1b84,,,1001,0.5,True,[],[],[]
Integrating the affinity and anion-exchange purification of AAV8: how the selective enrichment of full capsids at the affinity capture step enhances the downstream processing of gene therapies,False,False,False,[],[],[],False,,,,87a4bf06e5,90ffd80d9b,,,0000,0.0,False,[],[],[]
Strand Transfer and Elongation of HIV-1 Reverse Transcription Is Facilitated by Cell Factors In Vitro,True,False,False,"['PCR/qPCR', 'RT-PCR/RT-qPCR']",['Triton X-100'],[],True,detergent-lysed virions... analysed by quantitative PCR; samples were subjected to ultracentrifugation,,,3b9c358f36,19d9e25bb7,,,1001,0.5,True,[],['Triton X-100'],[]
Strand Transfer and Elongation of HIV-1 Reverse Transcription Is Facilitated by Cell Factors In Vitro,False,True,True,['PCR/qPCR'],['Triton X-100'],[],True,"ERT reactions included Triton X-100; reaction products were extracted, ethanol washed, and used for SYBR Green PCR.",,,3b9c358f36,d565350270,,,0111,0.75,True,[],['Triton X-100'],[]
Strand Transfer and Elongation of HIV-1 Reverse Transcription Is Facilitated by Cell Factors In Vitro,True,False,True,"['ERT assay', 'p24 ELISA']",['Triton X-100'],[],True,Triton X-100 detergent was added at room temperature to virions; fractions were assayed by ERT or p24 antigen.,,,3b9c358f36,1fa79f144a,,,1011,0.75,True,[],['Triton X-100'],[]
Strand Transfer and Elongation of HIV-1 Reverse Transcription Is Facilitated by Cell Factors In Vitro,False,False,False,['ERT assay'],[],[],True,Jurkat cells were washed and lysed using a Dounce homogeniser; lysate was cleared by centrifugation and fractions assayed by ERT.,,,3b9c358f36,ee1c7ad300,,,0001,0.25,True,[],[],[]
Strand Transfer and Elongation of HIV-1 Reverse Transcription Is Facilitated by Cell Factors In Vitro,False,True,False,['RT-PCR/RT-qPCR'],['Triton X-100'],[],True,"Viral RNA assay used ERT reaction components, extraction as above, cDNA synthesis, and quantitative detection.",,,3b9c358f36,a866b0c655,,,0101,0.5,True,[],['Triton X-100'],[]
Micropatterned Viral Membrane Clusters for Antiviral Drug Evaluation,True,True,False,[],[],[],True,“Small unilamellar liposomes were prepared by an extrusion method” and later used for fluorescence-based cluster measurements.,,,57d6ca6e40,5ec673a777,,,1100,0.5,False,[],[],[]
Micropatterned Viral Membrane Clusters for Antiviral Drug Evaluation,True,True,False,[],[],[],True,“PDMS Stamp Fabrication” describes fabrication of patterned stamps for later microcontact printing.,,,57d6ca6e40,eac7b19890,,,1100,0.5,False,[],[],[]
Micropatterned Viral Membrane Clusters for Antiviral Drug Evaluation,False,True,False,[],[],[],True,"“Microcontact Printing” describes cleaned coverslips and PDMS stamps, followed by patterned neutravidin transfer.",,,57d6ca6e40,fe79382967,,,0100,0.25,False,[],[],[]
Micropatterned Viral Membrane Clusters for Antiviral Drug Evaluation,True,True,False,[],[],[],True,The study tracked “membrane lysis by the AH peptide” by monitoring fluorescence signals from patterned liposome clusters.,,,57d6ca6e40,b16b8067d1,,,1100,0.5,False,[],[],[]
Micropatterned Viral Membrane Clusters for Antiviral Drug Evaluation,False,False,False,[],[],[],False,,,,57d6ca6e40,b34fd57c8c,,,0000,0.0,False,[],[],[]
Identification and characterization of the two-component cell lysis cassette encoded by temperate bacteriophage φPYB5 of Lactobacillus fermentum,True,False,False,['SDS-PAGE'],['SDS'],[],True,total proteins were extracted by suspending the cells in SDS-buffer ... denatured by heating ... analysed on an SDS gel,,,500aa7f622,ebb695a6b7,,,1001,0.5,True,[],['SDS'],[]
Identification and characterization of the two-component cell lysis cassette encoded by temperate bacteriophage φPYB5 of Lactobacillus fermentum,True,False,False,['zymogram analysis'],[],[],True,supernatant obtained from E. coli BL–hyb5–lyb5 by centrifugation after induction was used as the crude Lyb5 extract,,,500aa7f622,1a8c13927f,,,1001,0.5,True,[],[],[]
Identification and characterization of the two-component cell lysis cassette encoded by temperate bacteriophage φPYB5 of Lactobacillus fermentum,False,True,False,['zymogram analysis'],[],[],True,Bacteria cells were harvested ... washed ... suspended ... and autoclaved as substrates,,,500aa7f622,93052891d1,,,0101,0.5,True,[],[],[]
Inactivation of Coronaviruses during Sample Preparation for Proteomics Experiments,True,True,True,['Mass spectrometry-based proteomics'],['SDS'],[],True,Proteomics lysis buffers included SDS; lysis was performed at room temperature.,,,90f955347a,62ef75387e,,,1111,1.0,True,[],['SDS'],[]
Inactivation of Coronaviruses during Sample Preparation for Proteomics Experiments,True,True,False,['Mass spectrometry-based proteomics'],['SDS'],[],True,Combining these lysis buffers with heating results in complete inactivation.,,,90f955347a,1fd2f6359c,,,1101,0.75,True,[],['SDS'],[]
Inactivation of Coronaviruses during Sample Preparation for Proteomics Experiments,True,True,True,['Mass spectrometry-based proteomics'],['sodium deoxycholate'],[],True,Proteomics lysis buffers included sodium deoxycholate; lysis was performed at room temperature.,,,90f955347a,b3993ad18d,,,1111,1.0,True,[],['other:sodium deoxycholate'],[]
Inactivation of Coronaviruses during Sample Preparation for Proteomics Experiments,True,True,False,['Mass spectrometry-based proteomics'],['sodium deoxycholate'],[],True,Combining these lysis buffers with heating results in complete inactivation.,,,90f955347a,ea9a7d39a8,,,1101,0.75,True,[],['other:sodium deoxycholate'],[]
Inactivation of Coronaviruses during Sample Preparation for Proteomics Experiments,True,True,True,['Mass spectrometry-based proteomics'],[],[],True,Proteomics lysis buffers included TFA; lysis was performed at room temperature.,,,90f955347a,48efb15618,,,1111,1.0,True,[],[],[]
Inactivation of Coronaviruses during Sample Preparation for Proteomics Experiments,True,True,False,['Mass spectrometry-based proteomics'],[],[],True,Combining these lysis buffers with heating results in complete inactivation.,,,90f955347a,d4a5828ca0,,,1101,0.75,True,[],[],[]
Inactivation of Coronaviruses during Sample Preparation for Proteomics Experiments,True,True,True,['Mass spectrometry-based proteomics'],[],[],True,Proteomics lysis buffers included GdmCl; lysis was performed at room temperature.,,,90f955347a,ff241a3c58,,,1111,1.0,True,[],[],[]
Inactivation of Coronaviruses during Sample Preparation for Proteomics Experiments,True,True,False,['Mass spectrometry-based proteomics'],[],[],True,Combining these lysis buffers with heating results in complete inactivation.,,,90f955347a,d4a5828ca0,,,1101,0.75,True,[],[],[]
Inactivation of Coronaviruses during Sample Preparation for Proteomics Experiments,True,True,True,['Mass spectrometry-based proteomics'],[],[],True,Proteomics lysis buffers included urea; lysis was performed at room temperature.,,,90f955347a,0a4b3b21e7,,,1111,1.0,True,[],[],[]
Inactivation of Coronaviruses during Sample Preparation for Proteomics Experiments,True,True,False,['Mass spectrometry-based proteomics'],[],[],True,Combining these lysis buffers with heating results in complete inactivation.,,,90f955347a,d4a5828ca0,,,1101,0.75,True,[],[],[]
Inactivation of Coronaviruses during Sample Preparation for Proteomics Experiments,True,True,False,[],[],[],True,"As a control, heat inactivation without lysis buffer was performed.",,,90f955347a,7ff3a89181,,,1100,0.5,False,[],[],[]
Inactivation of Coronaviruses during Sample Preparation for Proteomics Experiments,True,True,False,['RT-PCR/RT-qPCR'],[],['QIAamp Viral RNA Mini Kit'],True,RNA extraction was performed with the QIAamp Viral RNA Mini Kit; real-time PCR was performed.,,,90f955347a,59c74a49a8,,,1101,0.75,True,[],[],[]
Lipidomic study of intracellular Singapore grouper iridovirus,False,False,False,"['electron microscopy', 'Western blot', 'HPLC-ESI-MS', 'MRM lipid analysis']",[],[],True,Cells were harvested to purify intracellular SGIV by density gradient centrifugation; the figure notes an after-final-wash preparation.,,,59b125a31e,15d63e3952,,,0001,0.25,True,[],[],[]
Lipidomic study of intracellular Singapore grouper iridovirus,False,False,False,"['TCID50 infectivity assay', 'lipid composition analysis', 'SDS-PAGE', 'MALDI-TOF/TOF MS/MS', 'electron microscopy']",[],[],True,"Viruses were treated with solvent, detergents and lipases; detergent-treated proteins were examined after centrifugation.",,,59b125a31e,30c1d5adfb,,,0001,0.25,True,[],[],[]
Lipidomic study of intracellular Singapore grouper iridovirus,False,False,True,"['lipid extraction', 'transmission electron microscopy', 'Western blotting']",[],[],True,Collected cells were washed and subjected to lipid extraction; purified virus was examined by EM and Western blotting.,,,59b125a31e,f16b2ac646,,,0011,0.5,True,[],[],[]
Lipidomic study of intracellular Singapore grouper iridovirus,False,False,True,['transmission electron microscopy'],[],[],True,"Purified viruses were incubated with ether or DDM, then washed by centrifugation and examined under EM.",,,59b125a31e,c227b9bd9f,,,0011,0.5,True,[],[],[]
Lipidomic study of intracellular Singapore grouper iridovirus,False,False,True,"['TCID50 assay', 'lipid extraction and analysis', 'SDS-PAGE', 'MALDI-TOF/TOF MS/MS']",[],[],True,"Solvent, detergent, and lipase-treated viruses were used for titer, lipid, and protein analyses.",,,59b125a31e,4d5422d57c,,,0011,0.5,True,[],[],[]
Lipidomic study of intracellular Singapore grouper iridovirus,True,True,True,['TCID50 assay'],[],[],True,Liposomes were prepared from extracted lipids; pretreated viruses were incubated with liposomes and titer was determined.,,,59b125a31e,bd5d556b65,,,1111,1.0,True,[],[],[]
Lipidomic study of intracellular Singapore grouper iridovirus,True,False,False,"['ESI-MS', 'MRM mass spectrometry']",[],[],True,"Lipid extracts were prepared from virus and cells; mixtures were centrifuged, and sphingolipid extraction used heating above 40C.",,,59b125a31e,844a479e1e,,,1001,0.5,True,[],[],[]
Lipidomic study of intracellular Singapore grouper iridovirus,True,True,False,"['phase contrast microscopy', 'fluorescence microscopy']",[],[],True,Apoptotic changes were monitored by microscopy; cells were labelled and stained using an apoptosis assay kit.,,,59b125a31e,e9781344d5,,,1101,0.75,True,[],[],[]
Endoplasmic Reticulum Detergent-Resistant Membranes Accommodate Hepatitis C Virus Proteins for Viral Assembly,True,False,True,"['flotation-gradient fractionation', 'immunoprecipitation', 'western blotting/immunoblotting']",['Triton X-100'],[],True,infected cells lysed with Triton X-100 (Tx) buffer; lysates were subjected to flotation-gradient fractionation and immunoblotting,,,88bce882dc,e43996a7f5,,,1011,0.75,True,[],['Triton X-100'],[]
Endoplasmic Reticulum Detergent-Resistant Membranes Accommodate Hepatitis C Virus Proteins for Viral Assembly,True,False,True,"['flotation-gradient fractionation', 'immunoprecipitation', 'western blotting/immunoblotting']",['Triton X-100'],[],True,cell lysates were prepared with Triton X-100 buffer plus freezing (TxF) and analyzed by immunoprecipitation/immunoblotting,,,88bce882dc,cb5cd72d7a,,,1011,0.75,True,[],['Triton X-100'],[]
Endoplasmic Reticulum Detergent-Resistant Membranes Accommodate Hepatitis C Virus Proteins for Viral Assembly,True,False,True,"['flotation-gradient fractionation', 'immunoprecipitation', 'western blotting/immunoblotting']","['Triton X-100', 'n-octyl-β-D-glucopyranoside']",[],True,cells lysed with Tx buffer then frozen/thawed and treated with n-octyl-β-D-glucopyranoside buffer (TxnO),,,88bce882dc,06d0a56639,,,1011,0.75,True,[],"['Triton X-100', 'other:n-octyl-β-D-glucopyranoside']",[]
Endoplasmic Reticulum Detergent-Resistant Membranes Accommodate Hepatitis C Virus Proteins for Viral Assembly,True,True,False,"['immunoprecipitation', 'immunoblotting', 'chemiluminescence immunoassay']",['Triton X-100'],[],True,cells were lysed with Triton X-100 (Tx) buffer; the resulting cell lysate was subjected to immunoprecipitation,,,88bce882dc,2b72d2c51f,,,1101,0.75,True,[],['Triton X-100'],[]
Endoplasmic Reticulum Detergent-Resistant Membranes Accommodate Hepatitis C Virus Proteins for Viral Assembly,True,True,False,"['immunoprecipitation', 'chemiluminescence immunoassay']",['Triton X-100'],[],True,lysed with Triton X-100 buffer + freezing (TxF); Core was quantified by... chemiluminescence immunoassay after immunoprecipitation,,,88bce882dc,cffc352dfd,,,1101,0.75,True,[],['Triton X-100'],[]
Endoplasmic Reticulum Detergent-Resistant Membranes Accommodate Hepatitis C Virus Proteins for Viral Assembly,True,True,False,"['immunoprecipitation', 'chemiluminescence immunoassay']","['Triton X-100', 'n-octyl-β-D-glucopyranoside']",[],True,lysed with... Triton X-100 buffer + freezing + n-octyl-β-D-glucopyranoside buffer (TxnO),,,88bce882dc,bb4d820f36,,,1101,0.75,True,[],"['Triton X-100', 'other:n-octyl-β-D-glucopyranoside']",[]
"Analysis of Inactivation of SARS-CoV-2 by Specimen Transport Media, Nucleic Acid Extraction Reagents, Detergents, and Fixatives",True,False,False,['Cell culture/TCID50 assay'],[],[],True,treated sample was purified through filtration matrices; eluate was used directly in cell culture,,,53f24d2991,24b2d0e899,,,1001,0.5,True,[],[],[]
"Analysis of Inactivation of SARS-CoV-2 by Specimen Transport Media, Nucleic Acid Extraction Reagents, Detergents, and Fixatives",True,True,False,['unspecified_downstream_assay'],[],"['BioComma', 'Sigma MM', 'eNAT', 'PrimeStore MTM', 'Cobas PCR medium', 'Aptima specimen TM', 'DNA/RNA Shield']",True,Specimen transport tubes are designed to inactivate microorganisms while preserving nucleic acids for molecular testing,,,53f24d2991,9e5badfc0f,,,1100,0.5,False,[],[],[]
"Analysis of Inactivation of SARS-CoV-2 by Specimen Transport Media, Nucleic Acid Extraction Reagents, Detergents, and Fixatives",True,True,False,['unspecified_downstream_assay'],[],"['AVL', 'RLT', 'MagNA Pure External LB', 'AL', 'Cobas Omni LYS', 'PHE in-house LB', 'E&O Lab VPSS', 'E&O Lab LB', 'NeuMoDx LB', 'Samba II SCoV LB', 'NucliSENS LB', 'Panther Fusion specimen lysis tubes']",True,molecular extraction lysis buffers used in several manual and automated extraction protocols,,,53f24d2991,5ff22308eb,,,1100,0.5,False,[],[],[]
"Analysis of Inactivation of SARS-CoV-2 by Specimen Transport Media, Nucleic Acid Extraction Reagents, Detergents, and Fixatives",True,True,False,['RT-PCR/RT-qPCR'],"['Triton X-100', 'SDS', 'NP-40', 'Tween 20']",[],True,"evaluated Triton X-100, SDS, NP-40, and Tween 20; extracted RNA from treated samples was tested using qRT-PCR",,,53f24d2991,0363f0044b,,,1101,0.75,True,[],"['Triton X-100', 'SDS', 'NP-40', 'Tween 20']",[]
"Analysis of Inactivation of SARS-CoV-2 by Specimen Transport Media, Nucleic Acid Extraction Reagents, Detergents, and Fixatives",True,True,False,['Electron microscopy'],[],[],True,"formaldehyde or formaldehyde and glutaraldehyde is a well-established protocol, particularly for diagnostic electron microscopy",,,53f24d2991,a41580f832,,,1101,0.75,True,[],[],[]
"Analysis of Inactivation of SARS-CoV-2 by Specimen Transport Media, Nucleic Acid Extraction Reagents, Detergents, and Fixatives",True,True,False,[],[],[],True,"PHMB is a polymer used as a disinfectant and antiseptic, evaluated here as a potential lysis buffer",,,53f24d2991,15dd5342ed,,,1100,0.5,False,[],[],[]
"Rapid, Sample-to-Answer Host Gene Expression Test to Diagnose Viral Infection",True,False,False,['RT-PCR/RT-qPCR'],[],['Qiagen PAXgene Blood RNA tubes'],True,"FAST HR separates stabilized mRNA from debris; figure notes integrated centrifugal processing and E-Lysis, yielding medium suitable for qRT-PCR assays.",,,a18d0633fe,062697ebac,,,1001,0.5,True,[],[],[]
"Rapid, Sample-to-Answer Host Gene Expression Test to Diagnose Viral Infection",True,False,False,['RT-PCR/RT-qPCR'],[],[],True,FAST HR process...centrifugally removing qRT-PCR inhibitors...RNase enzymes are inactivated by electrically-induced flash heating...qRT-PCR-ready matrix,,,a18d0633fe,31d0d41db7,,,1001,0.5,True,[],[],[]
A Novel Bacteriophage Targeting Cronobacter sakazakii Is a Potential Biocontrol Agent in Foods,True,False,True,[],[],[],True,Bacteriophage isolation and purification included filtration and subsequent centrifugation of samples.,,,98857ac48e,9f3199947a,,,1010,0.5,False,[],[],[]
A Novel Bacteriophage Targeting Cronobacter sakazakii Is a Potential Biocontrol Agent in Foods,False,True,False,['TEM'],[],[],True,The morphology of the purified phage CR5 was observed using transmission electron microscope analysis; the grid was washed.,,,98857ac48e,1dc661aa98,,,0101,0.5,True,[],[],[]
A Novel Bacteriophage Targeting Cronobacter sakazakii Is a Potential Biocontrol Agent in Foods,True,True,True,['Sequencing'],[],[],True,"Before isolation of the phage genomic DNA, phage particles were treated with DNase I and RNase A; genomic DNA was then sequenced.",,,98857ac48e,cafa14a8b6,,,1111,1.0,True,[],[],[]
A Novel Bacteriophage Targeting Cronobacter sakazakii Is a Potential Biocontrol Agent in Foods,True,True,False,"['SDS-PAGE', 'MALDI-TOF MS']",[],[],True,Proteomic analysis of phage structural proteins used SDS-PAGE and MALDI-TOF MS; the sample was treated in boiling water.,,,98857ac48e,a1feec6642,,,1101,0.75,True,[],[],[]
A Novel Bacteriophage Targeting Cronobacter sakazakii Is a Potential Biocontrol Agent in Foods,True,True,True,['viable cell counting'],[],[],True,"Food application testing used infant formula milk samples, and viable cell numbers of C. sakazakii were monitored.",,,98857ac48e,9284c07b37,,,1111,1.0,True,[],[],[]
Development of nucleic acid extraction-free one-step real-time RT-PCR for diagnosis of SARS-CoV-2 infection,True,True,False,['RT-PCR/RT-qPCR'],"['Tween 20', 'Triton X-100']",[],True,"lysis solution was prepared using Tween-20, Triton X-100... for direct quantitative PCR; heat shock was applied to the lysate",,,33c3f99be6,7548ffb4e0,,,1101,0.75,True,[],"['Tween 20', 'Triton X-100']",[]
Development of nucleic acid extraction-free one-step real-time RT-PCR for diagnosis of SARS-CoV-2 infection,True,True,False,['RT-PCR/RT-qPCR'],"['Triton X-100', 'Tween 20']",[],True,Triton X-100 and Tween 20 were used in lysis buffer... lysate was then subjected to rtRT-PCR.,,,33c3f99be6,40d6459e75,,,1101,0.75,True,[],"['Triton X-100', 'Tween 20']",[]
Direct lysis RT-qPCR of SARS-CoV-2 in cell culture supernatant allows for fast and accurate quantification,True,True,True,['RT-PCR/RT-qPCR'],"['IGEPAL CA-630', 'Triton X-100', 'Tween 20']",[],True,"incubated at room temperature... Detergent lysis buffers containing Triton X-100, Tween-20, and IGEPAL CA-630.",,,33c3f99be6,df2798535d,,,1111,1.0,True,[],"['IGEPAL CA-630', 'Triton X-100', 'Tween 20']",[]
Direct RT-PCR amplification of SARS-CoV-2 from clinical samples using a concentrated viral lysis-amplification buffer prepared with IGEPAL-630,True,True,True,['RT-PCR/RT-qPCR'],['IGEPAL CA-630'],[],True,virus was diluted in vLAB... samples were incubated at room temperature... tested direct amplification,,,e18779230c,2b433e521e,,,1111,1.0,True,[],['IGEPAL CA-630'],[]
Direct RT-PCR amplification of SARS-CoV-2 from clinical samples using a concentrated viral lysis-amplification buffer prepared with IGEPAL-630,True,True,False,['RT-PCR/RT-qPCR'],['IGEPAL CA-630'],[],True,heat-inactivated clinical samples... diluted in vLAB... tested direct amplification,,,e18779230c,447af360b0,,,1101,0.75,True,[],['IGEPAL CA-630'],[]
Direct RT-PCR amplification of SARS-CoV-2 from clinical samples using a concentrated viral lysis-amplification buffer prepared with IGEPAL-630,True,True,False,['RT-PCR/RT-qPCR'],[],[],True,standard amplification... purified SARS-CoV-2 RNA using QIAamp... clinical samples... treated with Trizol,,,e18779230c,904555c591,,,1101,0.75,True,[],[],[]
Direct RT-PCR amplification of SARS-CoV-2 from clinical samples using a concentrated viral lysis-amplification buffer prepared with IGEPAL-630,True,True,False,['RT-PCR/RT-qPCR'],[],['Panther Fusion SARS-CoV-2 assay'],True,"Fusion SARS-CoV-2 assay involves sample lysis, nucleic acid capture, elution transfer, and multiplex RT-PCR",,,e18779230c,e40a69f3d4,,,1101,0.75,True,[],[],[]
