Paper_title,Wash_free,Centrifugation_free,Heat_free,Downstream_compatibility,Detergents_used_for_lysis,Detergent_products_unresolved_for_lysis,Protocol_described,Evidence,Source_page,Year,DOI,Paper_ID,Protocol_ID,Temp_max,Wash_steps,Bucket,Bucket_weight,Downstream_compatibility_flag,Methods,Detergents_used,Capture_or_enrichment_or_purification_methods
Efficacy Validation of SARS-CoV-2-Inactivation and Viral Genome Stability in Saliva by a Guanidine Hydrochloride and Surfactant-Based Virus Lysis/Transport Buffer,False,False,False,['RT-PCR/RT-qPCR'],['hexadecyltrimethylammonium chloride (Hexa-DTMC)'],['Prep Buffer A'],True,Prep Buffer A contains 6.0 M GuHCl and 1.5% Hexa-DTMC; mixtures loaded into Pierce Detergent Removal Spin Columns; incubated at 25 C,2-3,,,8c41258f49,6753ebdfab,,,0001,0.25,True,[],['other:hexadecyltrimethylammonium chloride (Hexa-DTMC)'],[]
Efficacy Validation of SARS-CoV-2-Inactivation and Viral Genome Stability in Saliva by a Guanidine Hydrochloride and Surfactant-Based Virus Lysis/Transport Buffer,True,True,False,['RT-PCR/RT-qPCR'],"['hexadecyltrimethylammonium chloride (Hexa-DTMC)', 'Triton X-100']",['Prep Buffer A'],True,virus lysis/transport buffer for viral RNA containing GuHCl and a surfactant; samples stored at 35/4/4 C; analyzed by real-time RT-PCR,10-11,,,8c41258f49,57b8e3dc5b,,,1101,0.75,True,[],"['other:hexadecyltrimethylammonium chloride (Hexa-DTMC)', 'Triton X-100']",[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,"['PCR/qPCR', 'Sequencing']",[],[],True,"Pipette MIL or IL onto plant tissue, incubate, collect hydrophobic liquid, add to qPCR buffer; no wash or centrifugation in static/dispersive methods.",2,,,0dbc656979,8b0e31f431,,,1101,0.75,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,['PCR/qPCR'],[],[],True,"Dispersive: suspend tissue in Tris buffer, add MIL, vortex, recover MIL with magnet, pipette into qPCR buffer.",2,,,0dbc656979,5f95ea387c,,,1101,0.75,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,['PCR/qPCR'],['Tween 20'],[],True,"One-pot: add plant tissue, MIL or IL, and qPCR buffer to reaction tube; reaction run at 60 C with 0.05% Tween20 and 2.5% DMSO.","2, 6",,,0dbc656979,ba6369e794,,,1101,0.75,True,[],['Tween 20'],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,"['PCR/qPCR', 'Sequencing']",[],[],True,MIL-based one-step plant cell lysis and DNA extraction; lysate desorbed into qPCR buffer or Tris buffer at 90 C; compatible with qPCR and sequencing/Qubit,9-11,,,0dbc656979,178db260cf,,,1101,0.75,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,['PCR/qPCR'],[],[],True,static one-step cell lysis and DNA extraction... MIL or IL coated leaf was incubated at 25C... 0.3 uL of MIL was added to the qPCR assay,13,,,0dbc656979,46a1b37111,,,1101,0.75,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,False,True,False,['PCR/qPCR'],[],[],True,dispersive one-step lysis and DNA extraction... DNA-enriched MIL was washed once with water... integrating 0.3 uL of DNA-enriched MIL into the qPCR assay,13,,,0dbc656979,d685905d87,,,0101,0.5,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,False,False,False,['unspecified_downstream_assay'],['CTAB'],[],True,Conventional plant cell lysis... CTAB lysis buffer... After heating the tissue at 60C... sample was centrifuged to ensure phase separation,13,,,0dbc656979,65314fcabc,,,0000,0.0,False,[],['CTAB'],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,False,False,[],['SDS'],[],True,"SDS lysis was performed... ground plant tissue, PVPP, RNase... exposed to Tris-EDTA... at 100C... centrifuged... supernatant collected for isopropanol purification",13,,,0dbc656979,1e3293721e,,,1000,0.25,False,[],['SDS'],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,True,"['PCR/qPCR', 'Sequencing']",[],[],True,Pipette 6 µL of MIL or IL onto plant tissue; allow to incubate; collect liquid; add to qPCR buffer. One-step cell lysis without surfactants or elevated temperatures,2,,,8b683c0f32,878732f6d5,,,1111,1.0,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,True,['PCR/qPCR'],[],[],True,Suspend plant tissue in Tris-based buffer; add MIL; disperse using a vortex; recover MIL with a magnet; pipette into qPCR buffer,2,,,8b683c0f32,ccf73534aa,,,1111,1.0,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,['PCR/qPCR'],['Tween 20'],[],True,"Grind plant tissue to powder; add tissue, MIL/IL, and qPCR buffer to reaction tube; reaction run at 60 C with 0.05% Tween20 and 2.5% DMSO","2, 6",,,8b683c0f32,e4939ef8ee,,,1101,0.75,True,[],['Tween 20'],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,"['PCR/qPCR', 'Sequencing']",['Tween 20'],[],True,MIL or IL coats plant tissue to facilitate cell lysis; lysate integrated into qPCR; compatible with sequencing or Qubit; desorption at 90 C,9-12,,,8b683c0f32,250efa1a81,,,1101,0.75,True,[],['Tween 20'],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,True,False,['qPCR/PCR'],[],[],True,static one-step cell lysis and DNA extraction... MIL coated leaf was incubated at 25 C... 0.3 uL of MIL was added to the qPCR assay,13,,,8b683c0f32,6443ec4be4,,,1101,0.75,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,False,False,False,['qPCR/PCR'],[],[],True,dispersive one-step lysis... DNA-enriched MIL was washed once with water... heating all recovered MIL at 90 C,13,,,8b683c0f32,187017d0db,,,0001,0.25,True,[],[],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,False,False,False,['unspecified_downstream_assay'],['CTAB'],[],True,Conventional plant cell lysis... CTAB lysis buffer (2% CTAB...). After heating the tissue at 60 C... sample was centrifuged,13,,,8b683c0f32,304e5d63d2,,,0000,0.0,False,[],['CTAB'],[]
Simple and efficient isolation of plant genomic DNA using magnetic ionic liquids,True,False,False,['unspecified_downstream_assay'],['SDS'],[],True,"SDS lysis was performed... ground plant tissue, PVPP, RNase... 50 mM Tris-EDTA... for 15 min at 100 C... centrifuged at 13,000 rpm",13,,,8b683c0f32,08e58edfd0,,,1000,0.25,False,[],['SDS'],[]
