Paper_title,Wash_free,Centrifugation_free,Heat_free,Downstream_compatibility,Detergents_used_for_lysis,Detergent_products_unresolved_for_lysis,Protocol_described,Evidence,Source_page,Year,DOI,Paper_ID,Protocol_ID,Temp_max,Wash_steps,Bucket,Bucket_weight,Downstream_compatibility_flag,Methods,Detergents_used,Capture_or_enrichment_or_purification_methods
Lipidomic study of intracellular Singapore grouper iridovirus,False,False,False,[],"['Triton X-100', 'n-dodecyl-α-D-maltoside', 'n-octyl-β-D-glucopyranoside']",[],True,“purified particles were treated with ether and DDM.”; “treatment with… Triton X-100… n-dodecyl-α-D maltoside (DDM) and n-octyl-β-D-glucopyranoside (OG).”,"3,5",,,59b125a31e,23992aa87c,,,0000,0.0,False,[],"['Triton X-100', 'other:n-dodecyl-α-D-maltoside', 'other:n-octyl-β-D-glucopyranoside']",[]
Lipidomic study of intracellular,False,False,False,[],[],[],True,Infected GECs ... harvested ... by centrifugation ... The collected cells were washed twice with ice-cold TNE buffer ...,1,,,59b125a31e,31c015db87,,,0000,0.0,False,[],[],[]
Lipidomic study of intracellular,False,False,False,[],[],[],True,To purify intracellular viral particles ... pellets were homogenized ... layered on a discontinuous gradient ... centrifuged ... A visible virus band was collected and washed ...,1-2,,,59b125a31e,8213b94453,,,0000,0.0,False,[],[],[]
Lipidomic study of intracellular,False,False,False,[],['n-dodecyl-α-D-maltoside'],[],True,purified viruses ... incubated with ... n-dodecyl-α-D maltoside (DDM) ... then washed ... by centrifugation,2,,,59b125a31e,a2189bc9cb,,,0000,0.0,False,[],['other:n-dodecyl-α-D-maltoside'],[]
Lipidomic study of intracellular,False,False,False,[],"['Triton X-100', 'n-dodecyl-α-D-maltoside', 'n-octyl-β-D-glucopyranoside']",[],True,treated ... with ... Triton X-100 ... DDM ... n-octyl-β-D-glucopyranoside (OG). ... detergents were removed by washing ... and centrifugation.,2,,,59b125a31e,134b49369d,,,0000,0.0,False,[],"['Triton X-100', 'other:n-dodecyl-α-D-maltoside', 'other:n-octyl-β-D-glucopyranoside']",[]
Lipidomic study of intracellular,False,False,False,[],[],[],True,lipid extracts ... prepared ... For total lipid extraction ... chloroform/methanol ... The mixture was then centrifuged ... lower organic layer was collected,2-3,,,59b125a31e,c2c65d8977,,,0000,0.0,False,[],[],[]
Lipidomic study of intracellular,False,False,False,[],[],['Vybrant Apoptosis Assay Kit'],True,cells were distinguished by Annexin-V labelling and propidium iodide staining using a Vybrant™ Apoptosis Assay Kit ... according to kit instructions.,3,,,59b125a31e,7d92796f35,,,0000,0.0,False,[],[],[]
"Analysis of Inactivation of SARS-CoV-2 by Specimen Transport Media, Nucleic Acid Extraction Reagents, Detergents, and Fixatives (JCM.01713-20)",True,False,False,[],[],[],True,“virus…was treated with indicated reagent…before being purified through…filtration matrices…or…detergent removal spin columns (DRSC)”,6,,,53f24d2991,619b877f10,,,1000,0.25,False,[],[],[]
"Analysis of Inactivation of SARS-CoV-2 by Specimen Transport Media, Nucleic Acid Extraction Reagents, Detergents, and Fixatives (JCM.01713-20)",True,True,False,[],['Triton X-100'],[],True,"“2 M GITC/Tx TM… 4 M GITC/Tx TM… 40% GHCl/Tx TM…; Tx, Triton X-100.”",8,,,53f24d2991,6343131831,,,1100,0.5,False,[],['Triton X-100'],[]
"Analysis of Inactivation of SARS-CoV-2 by Specimen Transport Media, Nucleic Acid Extraction Reagents, Detergents, and Fixatives (JCM.01713-20)",False,True,False,[],[],[],True,“after addition of…absolute ethanol following…contact time with AVL (the next step in the Qiagen Viral RNA Minikit manual)”,7,,,53f24d2991,5e31e8d144,,,0100,0.25,False,[],[],[]
"Analysis of Inactivation of SARS-CoV-2 by Specimen Transport Media, Nucleic Acid Extraction Reagents, Detergents, and Fixatives (JCM.01713-20)",True,True,False,['RT-PCR/RT-qPCR'],"['Triton X-100', 'SDS', 'NP-40', 'Tween 20']",[],True,"“evaluated Triton X-100, SDS, NP-40, and Tween 20… suitability for inactivation prior to nucleic acid testing…tested using a…qRT-PCR”",8,,,53f24d2991,c1910d4dc9,,,1101,0.75,True,[],"['Triton X-100', 'SDS', 'NP-40', 'Tween 20']",[]
"Analysis of Inactivation of SARS-CoV-2 by Specimen Transport Media, Nucleic Acid Extraction Reagents, Detergents, and Fixatives (JCM.01713-20)",False,False,False,[],[],[],False,,,,,53f24d2991,9bb4bae84b,,,0000,0.0,False,[],[],[]
Evaluation of the SARS-CoV-2 Inactivation Efficacy Associated With Buffers From Three Kits Used on High-Throughput RNA Extraction Platforms,False,False,False,['RT-PCR/RT-qPCR'],['SDS'],[],True,Qiagen QIAamp 96 Virus QIAcube HT Kit... active virucidal components... <3% SDS... tested with and without... heat... 68°C,3,,,3f76a560df,c412b069cb,,,0001,0.25,True,[],['SDS'],[]
Evaluation of the SARS-CoV-2 Inactivation Efficacy Associated With Buffers From Three Kits Used on High-Throughput RNA Extraction Platforms,False,False,False,['RT-PCR/RT-qPCR'],['Zwittergent'],[],True,MagMAX Pathogen RNA/DNA kit (MagMAX Protocol 1)... active virucidal components... Zwittergent... evaluated with and without... heat... 68°C,3,,,3f76a560df,68ca525539,,,0001,0.25,True,[],['other:Zwittergent'],[]
Evaluation of the SARS-CoV-2 Inactivation Efficacy Associated With Buffers From Three Kits Used on High-Throughput RNA Extraction Platforms,False,False,False,['RT-PCR/RT-qPCR'],['Zwittergent'],[],True,MagMAX viral/pathogen nucleic acid isolation kit (MagMAX Protocol 2)... active virucidal components... Zwittergent... evaluated with and without... heat... 68°C,3,,,3f76a560df,ef57f9c256,,,0001,0.25,True,[],['other:Zwittergent'],[]
Evaluation of the SARS-CoV-2 Inactivation Efficacy Associated With Buffers From Three Kits Used on High-Throughput RNA Extraction Platforms,False,False,False,[],[],[],True,"After inactivation (with or without heat treatment), all samples and controls were centrifuged... supernatant was discarded and replaced... Following the inactivation procedure, residual... removed by... multiple wash steps.",3-4,,,3f76a560df,ef70e82022,,,0000,0.0,False,[],[],[]
Evaluation of the SARS-CoV-2 Inactivation Efficacy Associated With Buffers From Three Kits Used on High-Throughput RNA Extraction Platforms,False,False,False,[],[],[],False,,,,,3f76a560df,0a13837de8,,,0000,0.0,False,[],[],[]
Expression and purification of a functional human hepatitis B virus polymerase,False,False,False,[],['SDS'],[],True,Cells were harvested by centrifugation and disrupted with lysis-buffer... 1% SDS,3,,,b486c61d68,b1cbf85e42,,,0000,0.0,False,[],['SDS'],[]
Expression and purification of a functional human hepatitis B virus polymerase,False,False,False,[],"['SDS', 'NP-40']",[],True,The suspension was centrifuged... Resin was washed... washing buffer... 1% NP-40,3,,,b486c61d68,bc89f04865,,,0000,0.0,False,[],"['SDS', 'NP-40']",[]
Expression and purification of a functional human hepatitis B virus polymerase,False,False,False,[],[],[],True,Total lysate and other washing/elution fractions were heated at 95°C for 5 min for denaturation.,3,,,b486c61d68,2077554885,,,0000,0.0,False,[],[],[]
Expression and purification of a functional human hepatitis B virus polymerase,False,False,False,[],[],['Qiagen Midiprep DNA purification kit'],True,The recombinant plasmid pT7-Pol was purified with Qiagen Midiprep DNA purification kit.,3,,,b486c61d68,6cead6675a,,,0000,0.0,False,[],[],[]
Expression and purification of a functional human hepatitis B virus polymerase,False,False,False,[],[],[],False,,,,,b486c61d68,e5ad0a6e7d,,,0000,0.0,False,[],[],[]
Specific and efficient cleavage of fusion proteins by recombinant plum pox virus NIa protease,False,False,False,[],[],[],True,"“The cells were harvested by centrifugation, washed extensively with PBS… The cell pellets were resuspended… in… lysis buffer… then disrupted by French Press.”",156,,,abe31eeeb6,e622569ace,,,0000,0.0,False,[],[],[]
Specific and efficient cleavage of fusion proteins by recombinant plum pox virus NIa protease,False,False,False,[],[],[],True,"“Pretreatment… involved digestion with protease K, extraction with phenol–chloroform, and precipitation with ethanol”",156,,,abe31eeeb6,3abdfaa70a,,,0000,0.0,False,[],[],[]
Specific and efficient cleavage of fusion proteins by recombinant plum pox virus NIa protease,True,True,False,[],[],['TNT Coupled Reticulocyte Lysate System (Promega)'],True,“The TNT Coupled Reticulocyte Lysate System (Promega) was applied to perform in vitro transcription and translation…”,156,,,abe31eeeb6,a2c5b063a1,,,1100,0.5,False,[],[],[]
Specific and efficient cleavage of fusion proteins by recombinant plum pox virus NIa protease,True,True,False,[],[],[],True,“The samples were heated at 95 °C… resolved by SDS–PAGE…”,156,,,abe31eeeb6,160a704614,,,1100,0.5,False,[],[],[]
Specific and efficient cleavage of fusion proteins by recombinant plum pox virus NIa protease,True,True,False,[],[],[],True,"“The effect of some denaturing reagents or detergents… analyzed… supplemented with… urea, Triton X-100, and SDS.”",156,,,abe31eeeb6,868cb30b30,,,1100,0.5,False,[],[],[]
Specific and efficient cleavage,False,True,False,[],[],[],True,substrate sG or sN ... was incubated in the reaction buffer in the presence of ... PPV NIa protease,158,,,abe31eeeb6,f956903821,,,0100,0.25,False,[],[],[]
Specific and efficient cleavage,False,True,False,[],"['SDS', 'Triton X-100']",[],True,"Effect of detergents ... We chose two common detergents, SDS ... and Triton X-100, to test their effects on the activity of PPV NIa protease.",159,,,abe31eeeb6,bb229960a4,,,0100,0.25,False,[],"['SDS', 'Triton X-100']",[]
Specific and efficient cleavage,False,True,True,[],[],[],True,Self-lysis test ... recombinant PPV NIa protease was incubated ... at 20 or 4 °C.,160,,,abe31eeeb6,a030909726,,,0110,0.5,False,[],[],[]
Strand Transfer and Elongation of HIV-1 Reverse Transcription Is Facilitated by Cell Factors In Vitro,True,False,False,"['PCR/qPCR', 'RT-PCR/RT-qPCR']",['Triton X-100'],[],True,ERT reaction ... sufficient to lyse virions (0.2 mM Triton X-100) ... products analysed by quantitative PCR; RT-PCR on viral RNA after addition of Triton X-100,2-3,,,3b9c358f36,2d57a89acf,,,1001,0.5,True,[],['Triton X-100'],[]
Strand Transfer and Elongation of HIV-1 Reverse Transcription Is Facilitated by Cell Factors In Vitro,False,False,False,['PCR/qPCR'],[],[],True,"“extracts were ethanol precipitated, washed with 70% ethanol… Purified reaction products… added to… SYBR Green I… Platinum Taq polymerase”",8,,,3b9c358f36,4d3f81bb87,,,0001,0.25,True,[],[],[]
Strand Transfer and Elongation of HIV-1 Reverse Transcription Is Facilitated by Cell Factors In Vitro,True,False,True,[],['Triton X-100'],[],True,"“Triton X-100 detergent was added at room temperature to virions… [samples]… centrifuged at 100,000 g”",8,,,3b9c358f36,534debca6f,,,1010,0.5,False,[],['Triton X-100'],[]
Strand Transfer and Elongation of HIV-1 Reverse Transcription Is Facilitated by Cell Factors In Vitro,False,False,True,[],[],[],True,“Cells… were washed and lysed using the Dounce homogeniser. The lysate was cleared by centrifugation… followed by ultracentrifugation”,8,,,3b9c358f36,4bddc11245,,,0010,0.25,False,[],[],[]
Endoplasmic Reticulum Detergent-Resistant Membranes Accommodate Hepatitis C Virus Proteins for Viral Assembly,True,False,False,[],"['Triton X-100', 'n-octyl-β-D-glucopyranoside']",[],True,“Cells were lysed with Tx buffer (… Triton X-100 …) or with … n-octyl-b-d-glucopyranoside … The fragments were collected as a pellet after centrifugation”,2,,,88bce882dc,969748a016,,,1000,0.25,False,[],"['Triton X-100', 'other:n-octyl-β-D-glucopyranoside']",[]
Endoplasmic Reticulum Detergent-Resistant Membranes Accommodate Hepatitis C Virus Proteins for Viral Assembly,False,False,False,[],['Triton X-100'],[],True,“The beads were washed four times in PBS–0.1% Triton X-100”,3,,,88bce882dc,a972c202a8,,,0000,0.0,False,[],['Triton X-100'],[]
Endoplasmic Reticulum Detergent-Resistant Membranes Accommodate Hepatitis C Virus Proteins for Viral Assembly,True,True,False,[],['Triton X-100'],[],True,“HCVcc-infected cells were lysed with Triton X-100 (Tx) buffer.”,7,,,88bce882dc,38d56e6b05,,,1100,0.5,False,[],['Triton X-100'],[]
Endoplasmic Reticulum Detergent-Resistant Membranes Accommodate Hepatitis C Virus Proteins for Viral Assembly,True,True,False,[],"['Triton X-100', 'n-octyl-β-D-glucopyranoside']",[],True,“cells were lysed with Triton X-100 (Tx) buffer … or Triton X-100 buffer + freezing + n-octyl-β-d-glucopyranoside buffer (TxnO).”,8,,,88bce882dc,e496a67cc4,,,1100,0.5,False,[],"['Triton X-100', 'other:n-octyl-β-D-glucopyranoside']",[]
Endoplasmic Reticulum Detergent-Resistant Membranes Accommodate Hepatitis C Virus Proteins for Viral Assembly,False,False,False,[],[],[],False,,,,,88bce882dc,93bc285241,,,0000,0.0,False,[],[],[]
Inactivation of Coronaviruses during Sample Preparation for Proteomics Experiments,True,True,False,['RT-PCR/RT-qPCR'],"['SDS', 'deoxycholate']",[],True,Virus stock solutions were mixed with lysis buffers (1:4) ... incubated at RT or at 95 °C for 5 min... supernatants were collected for real-time PCR analysis.,2,,,90f955347a,72264c798a,,,1101,0.75,True,[],"['SDS', 'deoxycholate']",[]
"Mammalian reovirus, a nonfusogenic nonenveloped virus, forms size-selective pores in a model membrane",False,False,False,[],[],[],True,Hemolysis reactions... incubated at 37°C... centrifuged... to pellet unlysed cells... detergent reaction... containing 1% Triton X-100,5,,,48802a47ed,d9ff829a63,,,0000,0.0,False,[],[],[]
"Mammalian reovirus, a nonfusogenic nonenveloped virus, forms size-selective pores in a model membrane",False,False,False,[],[],[],True,"Ghosts were made by lysing cells hypotonically... and washing three to four times... ghosts were pelleted at 16,000 × g",5,,,48802a47ed,a3ba9338aa,,,0000,0.0,False,[],[],[]
"Mammalian reovirus, a nonfusogenic nonenveloped virus, forms size-selective pores in a model membrane",False,False,False,[],[],[],True,Ghosts resuspended in... lysis buffer were resealed... incubation on ice... then at 37°C... Resealed ghosts (RGs) were washed,5,,,48802a47ed,17da5ba865,,,0000,0.0,False,[],[],[]
"Mammalian reovirus, a nonfusogenic nonenveloped virus, forms size-selective pores in a model membrane",False,False,False,[],['Triton X-100'],[],True,detergent reaction... containing 1% Triton X-100,5,,,48802a47ed,c4a29ed26d,,,0000,0.0,False,[],['Triton X-100'],[]
"Mammalian reovirus, a nonfusogenic nonenveloped virus, forms size-selective pores in a model membrane",False,False,False,[],[],[],True,PEG washout... reactions were centrifuged... washed by gently resuspending... centrifuged... resuspended... and centrifuged,5,,,48802a47ed,aa1778c639,,,0000,0.0,False,[],[],[]
"Mammalian reovirus, a nonfusogenic nonenveloped virus, forms size-selective pores in a model membrane",False,False,False,[],[],[],True,Leakage from RGs... reactions... incubated at 37°C... chilled on ice... diluted... and analyzed by flow cytometry,5,,,48802a47ed,502c746b10,,,0000,0.0,False,[],[],[]
"Mammalian reovirus, a nonfusogenic nonenveloped virus, forms size-selective pores in a model membrane",True,True,False,[],[],[],True,"reaction end points were spotted... covered with a coverslip, and imaged immediately",6,,,48802a47ed,9673ca6a9f,,,1100,0.5,False,[],[],[]
"Mammalian reovirus, a nonfusogenic nonenveloped virus, forms size-selective pores in a model membrane",True,False,True,[],[],[],True,Trypsin sensitivity of μ1... digestion... on ice... Samples were centrifuged,6,,,48802a47ed,7c16d0d7d6,,,1010,0.5,False,[],[],[]
"Mammalian reovirus, a nonfusogenic nonenveloped virus, forms size-selective pores in a model membrane",False,False,False,[],[],['Laemmli sample buffer'],True,Density Sedimentation... layered atop... Percoll... Gradients were centrifuged... tubes were washed once... then boiled with 1× Laemmli sample buffer,6,,,48802a47ed,0ce2393cdf,,,0000,0.0,False,[],[],[]
Identification and characterization of the two-component cell lysis cassette encoded by temperate bacteriophage φPYB5 of Lactobacillus fermentum,True,False,False,[],['SDS'],[],True,"After induction, cells... were harvested by centrifugation... total proteins were extracted by suspending the cells in... SDS-buffer... denatured by heating at 100°C",2,,,500aa7f622,39177aefd3,,,1000,0.25,False,[],['SDS'],[]
Identification and characterization of the two-component cell lysis cassette encoded by temperate bacteriophage φPYB5 of Lactobacillus fermentum,False,False,False,[],[],[],True,Bacteria cells were harvested... washed thrice with distilled water... The supernatant obtained... by centrifugation after 4 h induction was used as the crude Lyb5 extract.,3,,,500aa7f622,e8582cff16,,,0000,0.0,False,[],[],[]
Identification and characterization of the two-component cell lysis cassette encoded by temperate bacteriophage φPYB5 of Lactobacillus fermentum,False,True,False,[],['Triton X-100'],[],True,"After electrophoresis, the gel was washed... then transferred into... buffer... containing... Triton X-100",3,,,500aa7f622,280bfa7803,,,0100,0.25,False,[],['Triton X-100'],[]
Identification of Protein Interacting Partners Using Tandem Affinity Purification,False,False,False,[],['NP-40'],[],True,“Wash the cells three times… Lyse cells in… lysis buffer… 0.2% NP-40… remove unlysed cells and debris by centrifugation”,2,,,7abea0f598,1fb720130c,,,0000,0.0,False,[],['NP-40'],[]
Identification of Protein Interacting Partners Using Tandem Affinity Purification,False,False,False,[],['NP-40'],[],True,“Wash… with TEV-protease cleavage buffer… and 0.2% NP-40”,2,,,7abea0f598,b31f80001a,,,0000,0.0,False,[],['NP-40'],[]
Evaluation of recombinant baculovirus clearance during rAAV production in Sf9 cells using a newly developed fluorescent-TCID50 assay,True,False,False,['PCR/qPCR'],[],[],True,rBV-GFP titer measured using quantitative polymerase chain reaction (qPCR)... After removal of the cell pellets by centrifugation...,2,,,72f3f8add7,6a7260ffae,,,1001,0.5,True,[],[],[]
Evaluation of recombinant baculovirus clearance during rAAV production in Sf9 cells using a newly developed fluorescent-TCID50 assay,True,True,False,[],[],['Bac-to-Bac baculovirus expression system'],True,generated by using a Bac-to-Bac baculovirus expression system (Thermo Fisher Scientific...),2,,,72f3f8add7,05f2f6e550,,,1100,0.5,False,[],[],[]
Evaluation of recombinant baculovirus clearance during rAAV production in Sf9 cells using a newly developed fluorescent-TCID50 assay,True,True,False,[],"['SDS', 'Triton X-100']",[],True,"rBV inactivation by sodium lauryl sulfate (Sarkosyl, SLS) and Triton X-100 during cell lysis",2,,,72f3f8add7,a739474693,,,1100,0.5,False,[],"['SDS', 'Triton X-100']",[]
Evaluation of recombinant baculovirus clearance during rAAV production in Sf9 cells using a newly developed fluorescent-TCID50 assay,True,False,True,[],[],[],True,After removal of the cell pellets by centrifugation... the baculovirus was concentrated by ultracentrifugation ... at 4°C,2,,,72f3f8add7,d4f36d4464,,,1010,0.5,False,[],[],[]
Evaluation of recombinant baculovirus clearance during rAAV production in Sf9 cells using a newly developed fluorescent-TCID50 assay,True,True,True,[],[],[],True,a fluorescent-TCID50 (F-TCID50) assay was developed to determine the infectious titer of rBV-GFP stock,2-3,,,72f3f8add7,98dd95bbd0,,,1110,0.75,False,[],[],[]
Evaluation of recombinant baculovirus clearance during rAAV production in Sf9 cells using a newly developed fluorescent-TCID50 assay,True,True,True,[],"['SDS', 'Triton X-100']",[],True,Sf-9 cell lysis & release of AAV vectors with 1% Sarkosyl and 1% Triton X-100,3,,,72f3f8add7,69d7dcc47e,,,1110,0.75,False,[],"['SDS', 'Triton X-100']",[]
Evaluation of recombinant baculovirus clearance during rAAV production in Sf9 cells using a newly developed fluorescent-TCID50 assay,True,False,False,[],[],['Amicon-4 centrifugal filter units'],True,Amicon-4 centrifugal filter units were used for buffer exchange... by spinning...,4,,,72f3f8add7,8a059db323,,,1000,0.25,False,[],[],[]
Evaluation of recombinant baculovirus clearance during rAAV production in Sf9 cells using a newly developed fluorescent-TCID50 assay,True,False,True,[],"['SDS', 'Triton X-100']",[],True,Assessment of rBV inactivation by 1% (w/v) SLS and/or 1% (w/v) Triton X-100,6,,,72f3f8add7,366e062a3d,,,1010,0.5,False,[],"['SDS', 'Triton X-100']",[]
Evaluation of recombinant baculovirus clearance during rAAV production in Sf9 cells using a newly developed fluorescent-TCID50 assay,True,True,True,[],[],[],True,Sf9 cells cultured in bioreactors were mechanically lysed by sonication without detergents,6,,,72f3f8add7,18aa1c7e2c,,,1110,0.75,False,[],[],[]
Evaluation of recombinant baculovirus clearance during rAAV production in Sf9 cells using a newly developed fluorescent-TCID50 assay,False,False,False,[],[],[],False,,,,,72f3f8add7,0a37becf43,,,0000,0.0,False,[],[],[]
Influenza A Infection of Primary Human Airway Epithelial Cells Up-Regulates Proteins Related to Purine Metabolism and Ubiquitin-Related Signaling,False,False,False,['Sequencing'],"['NP-40', 'SDS', 'deoxycholate']",[],True,cells were washed... lysed... by adding NP-40 buffer... Nuclei were pelleted... washed... buffers... NP40... DOC... SDS... centrifuged,2,,,c4f6334f1f,bbb9241fc3,,,0001,0.25,True,[],"['NP-40', 'SDS', 'deoxycholate']",[]
Influenza A Infection of Primary Human Airway Epithelial Cells Up-Regulates Proteins Related to Purine Metabolism and Ubiquitin-Related Signaling,False,False,False,['Sequencing'],['NP-40'],[],True,cells were scraped in cold PBS... pelleted... treated with 0.5% NP40 buffer... Nuclei were then pelleted... washed... and lysed with HSU,3,,,c4f6334f1f,e7bc677fc1,,,0001,0.25,True,[],['NP-40'],[]
Influenza A Infection of Primary Human Airway Epithelial Cells Up-Regulates Proteins Related to Purine Metabolism and Ubiquitin-Related Signaling,False,False,False,[],[],[],False,,,,,c4f6334f1f,457aa45b1b,,,0000,0.0,False,[],[],[]
"Biological characteristics and whole-genome analysis of the potential probiotic, Lactobacillus reuteri S5",False,False,False,[],[],[],False,,,,,32f208ffa5,6358c17905,,,0000,0.0,False,[],[],[]
"Biological characteristics and whole-genome analysis of the Lactobacillus reuteri potential probiotic, S5",False,False,False,['Sequencing'],[],"['B1 lysate', 'B2 lysis buffer']",True,"“1 ml B1 lysate was added… incubated… Next, 0.35 ml B2 lysis buffer… Samples were centrifuged… Precipitates were washed twice using… 70% ethanol”",601,,,32f208ffa5,12082d6a14,,,0001,0.25,True,[],[],[]
Development of nucleic acid extraction-free one-step real-time RT-PCR for diagnosis of SARS-CoV-2 infection,True,True,False,['RT-PCR/RT-qPCR'],"['Tween 20', 'Triton X-100']",[],True,“Lysis buffers were prepared…supplemented with…Triton X-100 and…Tween-20… incubated at room temperature…; …‘lysis’… added in…rtRT-PCR.”,2-3,,,33c3f99be6,8460a30a57,,,1101,0.75,True,[],"['Tween 20', 'Triton X-100']",[]
Development of nucleic acid extraction-free one-step real-time RT-PCR for diagnosis of SARS-CoV-2 infection,False,False,True,[],[],[],True,"“viscous solution was…precipitated…after centrifugation, followed by washing with 70% ethanol…drying…at RT.”",3,,,33c3f99be6,6075c6bbbf,,,0010,0.25,False,[],[],[]
Development of nucleic acid extraction-free one-step real-time RT-PCR for diagnosis of SARS-CoV-2 infection,True,True,False,['RT-PCR/RT-qPCR'],"['Tween 20', 'Triton X-100']",[],True,"“Triton-X100 and Tween 20 were used in lysis buffer… The sample swabs were thoroughly mixed with lysis buffer, and lysate was then subjected to rtRT-PCR”",839,,,33c3f99be6,47173954fc,,,1101,0.75,True,[],"['Tween 20', 'Triton X-100']",[]
Development of nucleic acid extraction-free one-step real-time RT-PCR for diagnosis of SARS-CoV-2 infection,True,True,False,['RT-PCR/RT-qPCR'],"['Tween 20', 'Triton X-100']",[],True,"“A lysis solution was prepared using Tween-20, Triton X-100, EDTA, and Tris buffer (pH 7.4)… optimize a lysis buffer… for direct quantitative PCR.”",Page 1,,,33c3f99be6,cadc3c4fbe,,,1101,0.75,True,[],"['Tween 20', 'Triton X-100']",[]
Micropatterned Viral Membrane Clusters for Antiviral Drug Evaluation,False,True,False,[],[],[],True,Glass microscope coverslips and PDMS stamps were cleaned by ... sodium dodecyl sulfate (SDS) ... followed by ... ethanol in sequence,2,,,57d6ca6e40,cdc6e58b1c,,,0100,0.25,False,[],[],[]
Micropatterned Viral Membrane Clusters for Antiviral Drug Evaluation,False,True,False,[],[],[],True,each chamber was washed with ... buffer prior to ... incubation with biotinylated liposomes,3,,,57d6ca6e40,bbc4c2fd04,,,0100,0.25,False,[],[],[]
Micropatterned Viral Membrane Clusters for Antiviral Drug Evaluation,False,True,False,[],[],[],True,Small unilamellar liposomes were prepared by an extrusion method,2,,,57d6ca6e40,9d2687218d,,,0100,0.25,False,[],[],[]
Micropatterned Viral Membrane Clusters for Antiviral Drug Evaluation,False,False,False,[],[],[],False,,,,,57d6ca6e40,63a548302e,,,0000,0.0,False,[],[],[]
A Novel Bacteriophage Targeting Cronobacter sakazakii Is a Potential Biocontrol Agent in Foods,False,False,False,[],[],[],True,“collected samples were centrifuged… and the supernatants were filtered… [and] phage particles were precipitated… [and] CsCl density gradient ultracentrifugation… at 4°C”,2,,,98857ac48e,fa34ea70d1,,,0000,0.0,False,[],[],[]
A Novel Bacteriophage Targeting Cronobacter sakazakii Is a Potential Biocontrol Agent in Foods,False,True,False,[],[],[],True,“2% uranyl acetate… applied and washed with ultrapure water.”,2,,,98857ac48e,69b302566a,,,0100,0.25,False,[],[],[]
A Novel Bacteriophage Targeting Cronobacter sakazakii Is a Potential Biocontrol Agent in Foods,True,True,False,[],[],[],True,“phage particles were treated with DNase I and RNase A at 37°C… The overall isolation and purification… were conducted according to Wilcox et al. and Sambrook and Russell.”,3,,,98857ac48e,0f2e4fbef4,,,1100,0.5,False,[],[],[]
A Novel Bacteriophage Targeting Cronobacter sakazakii Is a Potential Biocontrol Agent in Foods,True,True,False,[],['SDS'],[],True,“phage stock… suspended in loading buffer… 1.6% SDS”,3,,,98857ac48e,a485be562e,,,1100,0.5,False,[],['SDS'],[]
A Novel Bacteriophage Targeting Cronobacter sakazakii Is a Potential Biocontrol Agent in Foods,False,True,False,[],['SDS'],[],True,“denatured phage proteins were… separated using… SDS-polyacrylamide gel… [gel pieces] destained… dehydrated… rehydrated… digested with trypsin”,4,,,98857ac48e,5b81fec4cb,,,0100,0.25,False,[],['SDS'],[]
A Novel Bacteriophage Targeting Cronobacter sakazakii Is a Potential Biocontrol Agent in Foods,True,True,False,[],[],[],True,“Reconstituted infant formula milk was prepared… [bacteria and] phage CR5… were added to… infant formula milk… incubated with shaking… viable cells… counted”,4,,,98857ac48e,a17c4aa284,,,1100,0.5,False,[],[],[]
A Novel Bacteriophage Targeting Cronobacter sakazakii Is a Potential Biocontrol Agent in Foods,False,False,False,[],[],[],False,,,,,98857ac48e,3262905697,,,0000,0.0,False,[],[],[]
"Anti-Trichomonas vaginalis activity of saponins from Quillaja, Passiflora, and Ilex species",True,False,False,[],[],[],True,"Organisms ... were harvested, centrifuged, and resuspended on new TYM medium for the experiments.",2,,,55c5ca7f51,0c4964db44,,,1000,0.25,False,[],[],[]
"Anti-Trichomonas vaginalis activity of saponins from Quillaja, Passiflora, and Ilex species",False,True,False,[],[],[],True,The erythrocytes were washed three times with phosphate-buffered saline 1× (pH 7.0) ...,3,,,55c5ca7f51,a5db3460cf,,,0100,0.25,False,[],[],[]
"Anti-Trichomonas vaginalis activity of saponins from Quillaja, Passiflora, and Ilex species",True,True,False,[],[],[],True,"Intact and lysate trophozoites in liquid nitrogen were used as negative and positive controls, respectively.",4,,,55c5ca7f51,1dc8f40079,,,1100,0.5,False,[],[],[]
"Isolation and Characterization of ϕkm18p, a Novel Lytic Phage with Therapeutic Potential against Extensively Drug Resistant Acinetobacter baumannii",False,False,False,[],[],['Viral Nucleic Extraction Kit II (Geneaid)'],True,Phage DNA was extracted... following the procedure described in the Viral Nucleic Extraction Kit II (Geneaid).,2,,,14071a49c5,8d04bf6605,,,0000,0.0,False,[],[],[]
"Isolation and Characterization of ϕkm18p, a Novel Lytic Phage with Therapeutic Potential against Extensively Drug Resistant Acinetobacter baumannii",False,False,False,[],['N-lauroylsarcosine (Sarkosyl)'],[],True,"solid block was lysed at 55°C overnight... in cell lysis buffer... 1% Sarcosine. After... lysis step, the block... was washed in TE buffer",2,,,14071a49c5,40fb18b31e,,,0000,0.0,False,[],['N-lauroylsarcosine (Sarkosyl)'],[]
"Isolation and Characterization of wkm18p, a Novel Lytic Phage with Therapeutic Potential against Extensively Drug Resistant Acinetobacter baumannii",False,False,False,[],[],[],False,,,,,14071a49c5,caaead889a,,,0000,0.0,False,[],[],[]
